,Unnamed: 0,Unnamed: 0.1,careerLevel,careerLevel_other,centerAffiliation,centerAffiliation_other,dataAmount_lsf,dataAnalDuration_sub,dataFormats_1,dataFormats_10,dataFormats_11,dataFormats_12,dataFormats_13,dataFormats_14,dataFormats_15,dataFormats_2,dataFormats_3,dataFormats_4,dataFormats_5,dataFormats_6,dataFormats_7,dataFormats_8,dataFormats_9,dataFormats_other,dataGenMethodSpec_1_1,dataGenMethodSpec_1_2,dataGenMethodSpec_1_3,dataGenMethodSpec_2_1,dataGenMethodSpec_2_2,dataGenMethodSpec_2_3,dataGenMethodSpec_3_1,dataGenMethodSpec_3_2,dataGenMethodSpec_3_3,dataGenMethodSpec_4_1,dataGenMethodSpec_4_2,dataGenMethodSpec_4_3,dataGenMethodSpec_5_1,dataGenMethodSpec_5_2,dataGenMethodSpec_5_3,dataGenMethodSpec_6_1,dataGenMethodSpec_6_2,dataGenMethodSpec_6_3,dataGenMethodSpec_7_1,dataGenMethodSpec_7_2,dataGenMethodSpec_7_3,dataGenMethod_1,dataGenMethod_2,dataGenMethod_3,dataGenMethod_4,dataGenMethod_5,dataGenMethod_6,dataGenMethod_o,dataGenMethod_other,dataInPublication,dataOrigin_MeasVsSim,dataOrigin_SelvVsReuse,dataStorage_0,dataStorage_1,dataStorage_2,dataStorage_3,dataStorage_other,docAuto_2,docAuto_3,docAuto_4,docAuto_5,docAuto_6,docAuto_7,docAuto_8,docAuto_9,docAuto_other,docDefSchema,docDigital_2,docDigital_3,docDigital_4,docDigital_5,docDigital_6,docDigital_7,docDigital_8,docDigital_9,docDigital_other,docMetadata_2,docMetadata_3,docMetadata_4,docMetadata_5,docMetadata_6,docMetadata_7,docMetadata_8,docMetadata_9,docMetadata_other,docMethod_0,docMethod_1,docMethod_2,docMethod_3,docMethod_other,docMotivation_0,docMotivation_1,docMotivation_2,docMotivation_3,docMotivation_4,docMotivation_5,docMotivation_6,docMotivation_other,docObstacles_0,docObstacles_1,docObstacles_4,docObstacles_5,docObstacles_6,docObstacles_7,docObstacles_8,docObstacles_9,docObstacles_other,docStandards_1,docStandards_10,docStandards_11,docStandards_12,docStandards_13,docStandards_14,docStandards_15,docStandards_16,docStandards_17,docStandards_18,docStandards_19,docStandards_2,docStandards_20,docStandards_21,docStandards_22,docStandards_23,docStandards_24,docStandards_25,docStandards_26,docStandards_3,docStandards_4,docStandards_5,docStandards_6,docStandards_7,docStandards_8,docStandards_9,docStandards_other,docStructured,experimentDuration_sub,fairFamiliarity,feedback,id,interviewtime,lastpage,longtermStorage,lsfIdent_1,lsfIdent_10,lsfIdent_11,lsfIdent_2,lsfIdent_3,lsfIdent_4,lsfIdent_5,lsfIdent_6,lsfIdent_7,lsfIdent_8,lsfIdent_9,lsfIdent_other,orcid,pubAmount,pubMetadata_0,pubMetadata_1,pubMetadata_21,pubMetadata_22,pubMetadata_23,pubMetadata_24,pubMetadata_31,pubMetadata_32,pubMetadata_33,pubMetadata_41,pubMetadata_42,pubMetadata_43,pubMetadata_44,pubMetadata_51,pubMetadata_52,pubMetadata_61,pubMetadata_62,pubMetadata_71,pubMetadata_72,pubMetadata_81,pubMetadata_82,pubMetadata_83,pubMetadata_91,pubMetadata_92,pubMetadata_93,pubMetadata_other,pubMethod_1,pubMethod_2,pubMethod_3,pubMethod_other,pubMotivation_1,pubMotivation_2,pubMotivation_3,pubMotivation_4,pubMotivation_5,pubMotivation_6,pubMotivation_7,pubMotivation_other,pubObstaclesA_0,pubObstaclesA_1,pubObstaclesA_2,pubObstaclesA_3,pubObstaclesA_4,pubObstaclesA_5,pubObstaclesA_6,pubObstaclesA_7,pubObstaclesA_other,pubObstaclesB_0,pubObstaclesB_1,pubObstaclesB_2,pubObstaclesB_3,pubObstaclesB_4,pubObstaclesB_5,pubObstaclesB_6,pubObstaclesB_7,pubObstaclesB_other,pubRepo_1,pubRepo_2,pubRepo_3,pubRepo_4,pubRepo_5,researchArea,researchAreaAGRI,researchAreaAGRI_other,researchAreaBIO,researchAreaBIO_other,researchAreaCHEM,researchAreaCHEM_other,researchAreaGEO,researchAreaGEO_other,researchAreaING,researchAreaING_other,researchAreaLIFE,researchAreaLIFE_other,researchAreaMATH,researchAreaMATH_other,researchAreaMED,researchAreaMED_other,researchAreaPHYS,researchAreaPHYS_other,researchAreaPSYCH,researchAreaPSYCH_other,researchArea_other,researchFieldHGF,seed,servFormat_1,servFormat_2,servFormat_3,servFormat_4,servFormat_5,servFormat_6,servNeeds_sub_0,servNeeds_sub_1,servNeeds_sub_2,servNeeds_sub_3,servNeeds_sub_4,servNeeds_sub_5,servNeeds_sub_6,servNeeds_sub_7,servNeeds_sub_8,servNeeds_sub_9,servNeeds_sub_other,software_1,software_2,software_3,startlanguage,submitdate,yearsInResearch,centerAffiliation_short,Hub,Unnamed: 270,Unnamed: 271,researchAreaCombined,researchAreaWithLife
742,742,742,Research associate,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,,,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,1 GB - 10 GB,1,1,No,No,Yes,No,,some of them,some of them,some of them,some of them,all,,all,all,,Yes,some of them,all,some of them,some of them,all,,all,all,,True,True,True,True,True,False,True,True,,False,True,True,True,,False,True,False,True,True,False,False,,False,True,False,False,True,False,False,False,,False,,False,False,False,False,False,False,,,,False,,False,False,False,False,False,False,False,False,True,,,False,False,,Yes,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,54,1148.93,5,Yes,,,,,,,,,,,,,Yes,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,False,False,False,False,True,False,False,,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,1955053329,moderately interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,False,False,False,False,False,False,True,False,True,,selbstprogrammiertes Messprogramm,selbsprogrammiertes Upload und Archivierungsprogramm für Labormessdaten,QD MultiVu,de,1980-01-01 00:00:00,More than 10 years,HZB,Matter,,,Condensed Matter Physics,Physics
743,743,743,PhD student,,Forschungszentrum Jülich (FZJ),,,,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,parameter based modelling,,,,,,,,,,,,,,,False,False,True,False,False,,,,1 GB - 10 GB,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,56,166.29,2,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Materials Engineering,,,,,,,,,,,,,Matter,1730498695,,,,,,,,,,,,,,,,,,pytrorch,fastai,,en,,4 to 6 years,FZJ,Matter,,,Materials Engineering,Engineering Science
744,744,744,Research associate,,Forschungszentrum Jülich (FZJ),,,,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,,SEM,LSM,,Nanoindentation,,,Monte Carlo,,,,,,Weibull statistics,,,,,,,,,True,True,True,False,True,,,,100 MB - 1000 MB (1 GB),,2,No,Yes,Yes,Yes,,some of them,,all,all,,,,,,Yes,some of them,,all,all,,,,,,True,True,True,True,False,False,False,False,,False,False,False,True,,False,False,True,True,False,False,False,,False,False,False,False,False,False,False,False,,False,,False,False,False,False,False,False,,,,False,,False,False,False,False,False,True,False,True,False,,,False,False,,Yes,,This is the first time I have heard about the FAIR data guidelines.,,57,667.25,5,Yes,,,,,,,,,,,,,No,70,False,,False,False,True,True,True,False,False,True,False,True,False,True,False,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Materials Engineering,,,,,,,,,,,,,Matter,511124472,very interested,moderately interested,moderately interested,moderately interested,very interested,,False,True,True,False,True,True,True,False,False,False,,ORIGIN,MATLAB,OVITO,en,1980-01-01 00:00:00,4 to 6 years,FZJ,Matter,,,Materials Engineering,Engineering Science
745,745,745,Postdoc,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,95,,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,,,,100 MB - 1000 MB (1 GB),2,2,No,No,Yes,No,,some of them,some of them,all,all,,,none,,,,all,all,all,all,,,all,,,True,True,True,True,False,False,True,False,,False,False,False,True,,,,,,,,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I am familiar with the FAIR data guidelines.,,58,1847.39,5,Yes,False,False,False,False,True,False,False,False,False,False,False,,Yes,5,False,,False,False,True,True,False,True,False,True,True,True,True,False,True,,,,,False,False,True,,,,,True,False,False,,False,True,False,False,True,False,False,,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,Chemistry,,,,,Physical Chemistry,,,,,,,,,,,,,,,,,Matter,822045434,moderately interested,very interested,moderately interested,not interested,very interested,very interested,False,False,False,False,True,True,False,False,False,True,,Matlab,Opus,Origin,de,1980-01-01 00:00:00,More than 10 years,HZB,Matter,,,Physical Chemistry,Chemistry
746,746,746,Research associate,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,30,,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,,Kameras,,,,,,Tracking Rechnungen,,,,,,,,,"Strahlmessungen wie Größe, Länge ect",,,,,,True,False,True,False,False,,Messdaten der Maschine,Messdaten der Maschine,100 MB - 1000 MB (1 GB),3,1,No,Yes,Yes,No,,none,,,none,,,,,,,none,,,none,,,,,,True,False,False,True,False,False,False,False,,False,False,True,True,,,,,,,,,,False,False,True,True,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,"In der Beschleunigerphysik wird zwar viel gemessen und gerechnet, es gibt aber nicht die Wichtigkeit von Primärdaten, wie in der Forschung der Nutzer. Meist werden nur die interpretierten Messungen veröffentlicht, oder die aus den Daten gezogenen Erkenntnisse. Trotzdem wäre es gut und nachhaltig die Messungen intelligent abzulegen, um Mehrfach-Messungen und -Rechnungen zu verhindern. Die meisten Daten gehen zur Zeit meines Erachtens verloren.",59,1154.85,5,Yes,False,False,False,False,True,False,False,False,False,False,False,bERLinPro,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,"Wir veröffentlichen verarbeitete Daten, keine Messdaten",,,,,,Physics,,,,,,,,,,,,,,,,,,,,,Beschleunigerphysik,Matter,1063255689,moderately interested,very interested,moderately interested,very interested,moderately interested,moderately interested,False,False,False,False,True,True,False,False,True,True,,OPAL,Jupyther Notebook,,de,1980-01-01 00:00:00,More than 10 years,HZB,Matter,,,,Physics
747,747,747,Postdoc,,Forschungszentrum Jülich (FZJ),,,,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,,,,,,,,density functional theory,Spin dynamics,,,,,,,,,,,,,,False,False,True,False,False,,,,100 MB - 1000 MB (1 GB),5,1,No,No,Yes,Yes,,some of them,all,all,,,some of them,,,,,some of them,all,all,,,some of them,,,,True,True,True,False,False,True,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,60,10957.7,5,Yes,,,,,,,,,,,,,Yes,85,False,,True,True,False,True,True,True,False,False,True,True,True,,,,,True,False,,,,,,,,True,True,False,,False,True,False,False,True,True,False,,False,False,True,True,False,False,False,False,,,,,,,,,,,materials cloud archive,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,135824672,moderately interested,very interested,moderately interested,moderately interested,moderately interested,moderately interested,False,False,True,True,False,False,False,True,True,False,,juKKR,Spirit,AiiDA,en,1980-01-01 00:00:00,4 to 6 years,FZJ,Matter,,,Condensed Matter Physics,Physics
748,748,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matter,1063461403,,,,,,,,,,,,,,,,,,,,,de,,,,Matter,,,,
749,749,749,Postdoc,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,73.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,"Atomic, Molecular, Optical and Plasma Physics",,,,,Matter,1184131401,,,,,,,,,,,,,,,,,,,,,de,,7 to 10 years,HZB,Matter,,,"Atomic, Molecular, Optical and Plasma Physics",Physics
750,750,750,Research associate,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,63,129.73,1,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,923975261,,,,,,,,,,,,,,,,,,,,,en,,More than 10 years,HZB,Matter,,,Condensed Matter Physics,Physics
751,751,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matter,1732548567,,,,,,,,,,,,,,,,,,,,,en,,,,Matter,,,,
752,752,752,Research associate,,Forschungszentrum Jülich (FZJ),,100,,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,,transmission electron microscopy,,,,,,,,,,,,,,,small angle neutron scattering,quasielastic neutron scattering,,,,,True,False,False,False,False,,neutron scattering,neutron scattering,100 MB - 1000 MB (1 GB),1,1,No,Yes,Yes,No,,some of them,,all,all,,,,,,I am not sure,some of them,,all,all,,,,,,True,False,True,True,False,False,False,False,,False,True,False,True,,False,True,False,True,True,False,True,,False,False,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,This is the first time I have heard about the FAIR data guidelines.,,65,665.75,5,Yes,False,False,False,False,False,False,False,False,False,False,False,MLZ,Yes,25,False,,False,False,True,True,,,,True,True,False,False,True,True,,,,,,,,,,,,True,False,True,,False,False,True,False,True,True,False,,False,False,False,False,True,True,True,False,,,,,,,,,,,,,,,,Life Science,,,Biophysics,,,,,,,,Biology,,,,,,,,,,,Matter,803680705,very interested,very interested,moderately interested,moderately interested,very interested,very interested,False,False,True,False,False,False,False,True,True,False,,office suite,qtisas,acrobat ,en,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Biophysics,Biology
753,753,753,Research associate,,Forschungszentrum Jülich (FZJ),,80,,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,,Photoemissionsmkroskopie,Rasterkraftmikroskopie,,Spektroskopie,,,,,,,,,,,,,,,,,,True,True,False,False,False,,,,100 GB - 1000 GB (1 TB),1,,No,Yes,Yes,No,,none,,all,none,none,,,,,No,some of them,,some of them,all,some of them,,,,,True,False,True,True,True,False,False,False,,False,True,True,True,,False,True,False,False,True,False,False,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,This is the first time I have heard about the FAIR data guidelines.,,66,777.5,5,Yes,False,False,False,False,True,False,False,False,False,False,False,,Yes,60,False,,False,False,True,True,,,,True,False,True,False,False,False,False,False,,,,,,,,,,False,False,True,,False,True,True,False,False,False,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,892494405,moderately interested,moderately interested,,not interested,moderately interested,not interested,False,True,False,False,False,False,False,False,False,False,,Matlab,Origin,,de,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Condensed Matter Physics,Physics
754,754,754,Undergraduate / Masters student,,Forschungszentrum Jülich (FZJ),,,,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,,,,,,,,density functional theory,machine learning,,,,,,,,,,,,,,False,False,True,False,False,,,,10 GB - 100 GB,5,1,No,No,Yes,Yes,,none,all,all,all,all,,,none,,,some of them,all,all,all,all,,,some of them,,True,True,True,True,True,False,False,True,,False,False,True,True,"project documentation on github, gitlab",,,,,,,,,False,True,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,67,965.27,5,I don't know,,,,,,,,,,,,,Yes,75,False,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,False,,False,True,False,,True,False,False,False,True,True,False,,False,False,False,False,False,False,False,False,i have not yet published data (apart from code),,,,,,,,,,"none yet, but would use:",zenodo.org,materialscloud.org,b2share.fz-juelich.de,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,1409381888,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,False,True,False,True,False,False,False,False,True,False,,aiida.net (Automated Interactive Infrastructure and Database for Computational Science),jukkr.fz-juelich.de (density functional theory based on Korringa-Kohn-Rostoker (KKR) Green function method),scikit-learn,en,1980-01-01 00:00:00,"I do not have a Master's or diploma degree, yet",FZJ,Matter,,,Condensed Matter Physics,Physics
755,755,755,Research associate,,Forschungszentrum Jülich (FZJ),,90,,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,,Photoemissionsmikroskopie (PEEM),,,Photoelektronen-Spektroskopie (PES),Röntgenabsorbtionsspektroskopie (XAS),,SESSA,,,,,,,,,,,,,,,True,True,True,False,False,,,,1 GB - 10 GB,2,1,No,Yes,Yes,No,,none,,,,,,,,,,some of them,,,,,,,,,True,False,False,False,False,False,False,False,,False,True,False,False,,,,,,,,,,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,68,6434.83,5,Yes,False,False,False,True,True,False,False,False,False,False,False,Elettra,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,216410349,very interested,very interested,not interested,not interested,not interested,not interested,False,True,False,False,False,True,False,False,True,True,,Igor Pro,PyCharm,SIMION,de,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Condensed Matter Physics,Physics
756,756,756,Principal Investigator,,Forschungszentrum Jülich (FZJ),,,,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,,Light microscope,Transmission Electron Microscope,,Small Angle Neutron Scattering ,Neutron Spin Echo Spectroscopy,Neutron Backscattering,Analytic Models with Numeric Solutions,Ray Tracing Neutron Instrumentation,Molecular Dynamics Simulations,Mixing / Cleaning Chemicals,Lipid extraction,,,,,,,,,,,True,True,True,True,False,,,,< 100 MB,,1,No,Yes,Yes,No,,some of them,some of them,,some of them,some of them,,,,,,all,some of them,,some of them,all,,,,,True,True,False,True,True,False,False,False,,False,True,True,True,,,,,,,,,,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I am familiar with the FAIR data guidelines.,,69,983.9,5,Yes,,,,,,,,,,,,,Yes,25,False,,True,False,True,True,True,True,True,,,,,True,True,True,True,,,,,,,,,,False,False,True,,False,False,False,True,True,True,False,,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Soft Matter Physics,,,,,Matter,497028137,moderately interested,very interested,moderately interested,moderately interested,very interested,very interested,False,True,False,False,False,False,False,True,False,True,,MS Office,Microcal Origin,qtiSAS,en,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Soft Matter Physics,Physics
757,757,757,Research associate,,Forschungszentrum Jülich (FZJ),,80,,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,neutronenstreruung,roentgenstreiing,rheologie,,,,False,False,False,False,False,,streumethpden,streumethpden,10 GB - 100 GB,1,1,No,No,Yes,No,,none,none,none,,,,,,,,none,none,none,,,,,,,True,True,True,False,False,False,False,False,,False,True,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,70,780.32,5,Yes,False,False,False,False,False,False,False,False,False,False,False,"ILL, ESRF. PSI",Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,,,,Physics,,,,,,,,,,,,,,,,,Polymer Physics,,,,,Matter,1016848958,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,False,False,False,False,False,False,False,False,False,False,,fortran,,,de,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Polymer Physics,Physics
758,758,758,PhD student,,Forschungszentrum Jülich (FZJ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,71,47.41,1,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,1272970022,,,,,,,,,,,,,,,,,,,,,en,,1 to 3 years,FZJ,Matter,,,Condensed Matter Physics,Physics
759,759,759,Research associate,,Forschungszentrum Jülich (FZJ),,100,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,NMR,,,,,,,,,,,,NSE,SANS,,,,,False,True,False,False,False,,Neutronenstreuung,Neutronenstreuung,100 MB - 1000 MB (1 GB),2,,No,Yes,Yes,Yes,,all,all,all,some of them,,,,,,,all,all,all,all,,,,,,True,True,True,True,False,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,72,949.43,5,Yes,False,False,False,False,False,False,False,False,False,False,False,"MLZ, ILL, SNS",Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,,,,,,,Physics,,,,,,,,,,,,,,,,,Soft Matter Physics,,,,,Matter,1521941222,not interested,moderately interested,moderately interested,moderately interested,very interested,,False,False,False,False,False,False,False,False,False,True,,datreat (Eigenentwicklung) F90,DrSpine (Eigenentwicklung)n F90,nse (Eigenentwicklung) C,de,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Soft Matter Physics,Physics
760,760,760,Other,Abteilungsleiter,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,80,,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,,Röntgen-Holografie,Röntgen-Mikroskopie,,Elektronen-Spektroskopie,Röntgen-Spektroskopie,Reflektometrie,Ray-Tracing,,,,,,,,,,,,,,,True,True,True,False,False,,,,100 GB - 1000 GB (1 TB),2,1,No,No,Yes,No,,none,some of them,some of them,some of them,some of them,,,,,No,some of them,some of them,some of them,some of them,some of them,,,,,True,True,True,True,True,False,False,False,,False,True,True,False,,False,True,True,True,False,False,False,,False,True,True,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,73,822.54,5,Yes,False,False,False,True,True,False,False,False,True,True,False,"ESRF, LCLS/SLAC, Fermi, DLS, MaxLab",Yes,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,"""on request""",True,False,False,False,False,False,False,,False,False,True,True,False,True,False,True,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Other,Röntgenoptik,,,,Matter,1758904791,very interested,moderately interested,very interested,moderately interested,very interested,very interested,False,True,True,True,True,True,True,False,True,True,,Python,IDL,RAY-UI,de,1980-01-01 00:00:00,More than 10 years,HZB,Matter,,,Other,Physics
761,761,761,Principal Investigator,,Forschungszentrum Jülich (FZJ),,95,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,small-angle scattering,total scattering,diffraction,,,,False,False,False,False,False,,scattering,scattering,100 MB - 1000 MB (1 GB),2,1,No,Yes,Yes,No,,all,all,all,,,,,,,No,all,all,all,,,,,,,True,True,True,False,False,False,False,False,,False,True,False,True,,False,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,I am familiar with the FAIR data guidelines.,,74,833.29,5,Yes,False,False,False,True,False,False,False,False,False,False,False,"MLZ, ILL, ESRF, SLS, ANSTO",Yes,5,False,,False,False,False,True,True,True,False,True,False,False,False,,,,,,,,,,,,,,False,False,False,as DOI from a facility,False,False,False,True,True,False,False,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Matter,1814579158,moderately interested,very interested,moderately interested,moderately interested,moderately interested,not interested,False,False,False,True,True,True,False,False,False,False,,qtiKWS/qtiSAS,,,en,1980-01-01 00:00:00,More than 10 years,FZJ,Matter,,,Condensed Matter Physics,Physics
