# Dataset: HMC Survey 2021 Data
# Title: Helmholtz Metadata Collaboration Survey 2021
# Description: Survey data on research data management practices within the Helmholtz Association
# Year: 2021
# Source: Helmholtz Metadata Collaboration
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Last Updated: 2021
# Contact: For questions about this dataset, please refer to the project repository
# Format: CSV (Comma-Separated Values)
# Encoding: UTF-8
# This dataset is identical to the following original publication: Arndt, W., Gerlich, S. C., Hofmann, V., Kubin, M., Kulla, L., Lemster, C., Mannix, O., Nolden, M., Rink, K., Schweikert, J., Shankar, S., Söding, E., Steinmeier, L., & Suess, W. (2022). HMC Community Survey 2021 (Version 1.0.0) [Data set]. GESIS, Cologne. https://doi.org/10.7802/2433.
"id","DTPUB1b/1","DTPUB1b/2","DTPUB1b/3","DTPUB1b/other","DTPUB3/1","DTPUB3/2","DTPUB3/3","DTPUB3/4","DTPUB3/5","DTPUB3/6","DTPUB3/7","DTPUB3/other","DTPUB4a/0","DTPUB4a/1","DTPUB4a/2","DTPUB4a/3","DTPUB4a/4","DTPUB4a/5","DTPUB4a/6","DTPUB4a/7","DTPUB4a/other","DTPUB4b/0","DTPUB4b/1","DTPUB4b/2","DTPUB4b/3","DTPUB4b/4","DTPUB4b/5","DTPUB4b/6","DTPUB4b/7","DTPUB4b/other","DTPUB5/1","DTPUB5/2","DTPUB5/3","DTPUB5/4","DTPUB5/5","DTPUB6/1","DTPUB7/1","DTPUB7/21","DTPUB7/22","DTPUB7/23","DTPUB7/24","DTPUB7/31","DTPUB7/32","DTPUB7/33","DTPUB7/41","DTPUB7/42","DTPUB7/43","DTPUB7/44","DTPUB7/51","DTPUB7/52","DTPUB7/61","DTPUB7/62","DTPUB7/71","DTPUB7/72","DTPUB7/81","DTPUB7/82","DTPUB7/83","DTPUB7/91","DTPUB7/92","DTPUB7/93","DTPUB7/other","DTPUB7/0","interviewtime/_","lastpage/_","PERBG1/_","PERBG1/other","PERBG2/_","PERBG3/_","PERBG3/other","PERBG3AGRI/_","PERBG3AGRI/other","PERBG3BIO/_","PERBG3BIO/other","PERBG3CHEM/_","PERBG3CHEM/other","PERBG3GEO/_","PERBG3GEO/other","PERBG3ING/_","PERBG3ING/other","PERBG3LIFE/_","PERBG3LIFE/other","PERBG3MATH/_","PERBG3MATH/other","PERBG3MED/_","PERBG3MED/other","PERBG3PHYS/_","PERBG3PHYS/other","PERBG3PSYCH/_","PERBG3PSYCH/other","PERBG4/_","PERBG6/_","PERBG6/other","PERBG7/_","PERBG8/_","RDMPR1/1","RDMPR1/2","RDMPR1/3","RDMPR1/0","RDMPR1/other","RDMPR10/1","RDMPR10/2","RDMPR10/3","RDMPR11/0","RDMPR11/1","RDMPR11/4","RDMPR11/5","RDMPR11/6","RDMPR11/7","RDMPR11/8","RDMPR11/9","RDMPR11/other","RDMPR12/1","RDMPR12/2","RDMPR12/3","RDMPR12/4","RDMPR12/5","RDMPR12/6","RDMPR12/0","RDMPR12/other","RDMPR3/1","RDMPR3/2","RDMPR3/3","RDMPR3/other","RDMPR3/0","RDMPR4/_","RDMPR5/_","RDMPR6/1","RDMPR6/2","RDMPR6/3","RDMPR6/4","RDMPR6/5","RDMPR6/6","RDMPR6/7","RDMPR6/8","RDMPR6/9","RDMPR6/10","RDMPR6/11","RDMPR6/12","RDMPR6/13","RDMPR6/14","RDMPR6/15","RDMPR6/16","RDMPR6/17","RDMPR6/18","RDMPR6/19","RDMPR6/20","RDMPR6/21","RDMPR6/22","RDMPR6/23","RDMPR6/24","RDMPR6/25","RDMPR6/26","RDMPR6/other","RDMPR7/2","RDMPR7/3","RDMPR7/4","RDMPR7/5","RDMPR7/6","RDMPR7/7","RDMPR7/8","RDMPR7/9","RDMPR7/other","RDMPR8/2","RDMPR8/3","RDMPR8/4","RDMPR8/5","RDMPR8/6","RDMPR8/7","RDMPR8/8","RDMPR8/9","RDMPR8/10","RDMPR9/2","RDMPR9/3","RDMPR9/4","RDMPR9/5","RDMPR9/6","RDMPR9/7","RDMPR9/8","RDMPR9/9","RDMPR9/10","RSDP1/1A2","RSDP1/3A4","RSDP10/_","RSDP11/_","RSDP1b/1","RSDP1c/1","RSDP1c/2","RSDP1c/3","RSDP1c/4","RSDP1c/5","RSDP1c/6","RSDP1c/7","RSDP1c/8","RSDP1c/9","RSDP1c/10","RSDP1c/11","RSDP1c/other","RSDP2/1","RSDP2/2","RSDP2/3","RSDP2/4","RSDP2/5","RSDP2/6","RSDP2/other","RSDP2b/1-1","RSDP2b/1-2","RSDP2b/1-3","RSDP2b/2-1","RSDP2b/2-2","RSDP2b/2-3","RSDP2b/3-1","RSDP2b/3-2","RSDP2b/3-3","RSDP2b/4-1","RSDP2b/4-2","RSDP2b/4-3","RSDP2b/5-1","RSDP2b/5-2","RSDP2b/5-3","RSDP2b/6-1","RSDP2b/6-2","RSDP2b/6-3","RSDP2b/7-1","RSDP2b/7-2","RSDP2b/7-3","RSDP3/1","RSDP3/2","RSDP3/3","RSDP3/4","RSDP3/5","RSDP3/6","RSDP3/7","RSDP3/8","RSDP3/9","RSDP3/10","RSDP3/11","RSDP3/12","RSDP3/13","RSDP3/14","RSDP3/15","RSDP3/other","RSDP4/_","RSDP7/_","RSDP8/_","SERVC1/1","SERVC1/2","SERVC1/3","SERVC1/4","SERVC1/5","SERVC1/6","SERVC1/7","SERVC1/8","SERVC1/9","SERVC1/other","SERVC1/0","SERVC2/1","SERVC2/2","SERVC2/3","SERVC2/4","SERVC2/5","SERVC2/6","submitdate/_"
"1025","","True","","","True","","","True","True","","","","","","","","","","True","","","","","","","","","","","","Institutional Repository","","","","","40.0","","","","True","True","True","True","True","True","","True","","True","True","","","","","","","","","","","","","1309.22","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Principal Investigator","","Yes","Not familiar with FAIR","","True","","","","LabVIEW","OriginLab","Office Software (unspecified)","","True","","","True","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","Some of them","Some of them","Some of them","Some of them","Some of them","","","","","Some of them","None","Some of them","Some of them","Some of them","","","","","Mostly measured","Purely generated","Yes","","95.0","","","","","True","","","","","","","","","True","True","","","","","","","","pump-probe","spectroscopy","various optical and electrical measurements","simulation and fitting of measured data","","","","","","","","","","","","","","","True","","True","","True","","True","True","","True","True","True","True","True","True","","","100 MB - 1000 MB (1 GB)","","","","True","True","True","True","True","True","True","","","moderately interested","very interested","moderately interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"1026","True","","","","True","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","804.02","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","Less than 1 year","PhD candidate","","Not sure","Not familiar with FAIR","True","","","","","Anonymized","Anonymized","Anonymized","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purely simulated","Mostly generated","Yes","","","","","","","","","","","","","","","","","True","","","","","","","","","","","Density functional theory","Molecular dynamics","","","","","","","","","","","","","","","True","True","","True","","True","","","","True","","","","","","","100 MB - 1000 MB (1 GB)","","True","","","","","","","","","","","very interested","very interested","moderately interested","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"1027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","939.39","Completed the survey","Anonymized","Anonymized","Matter","Engineering Science","","","","","","","","","","Electrical Engineering","","","","","","","","","","","","More than 10 years","","","No","Not familiar with FAIR","","True","","","","LabVIEW","Excel (Spreadsheets)","Git","","","","","","","","","","","","","","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","All","Some of them","","","","","","","","None","Some of them","","","","","","","","Purely measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","Other","","","","","","","","","","","","","","","","A/D-Wandlung","Schnittstellen (Busse, Geräte)","","","","","","","True","","","","True","","","","","","","True","","","","","","","","","True","","","","","","","","moderately interested","very interested","moderately interested","moderately interested","moderately interested","not interested","1980-01-01 00:00:00"
"1028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No value to others","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","737.65","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Particles, Nuclei and Fields","","","","More than 10 years","Research Associate","","Yes","Not familiar with FAIR","True","True","","","","C/C++","Anonymized","OriginLab","True","","","","","","","","","True","True","True","","","","","","","True","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","All","All","All","All","All","","","","","Some of them","None","Some of them","None","Some of them","","","","","Mostly measured","Purely generated","Yes","","95.0","","","","","True","","","","","","","","","True","True","","","","","","","","Aufnahme von List-Mode-Daten","Aufnahme von Signalformen","","Monte Carlo Simulationen","","","","","","","","","","","","","","","","","True","","","","","","","True","True","","","","","Binary non-scientific formats","","100 GB - 1000 GB (1 TB)","","","","","","True","True","","","","","","very interested","moderately interested","moderately interested","not interested","very interested","moderately interested","1980-01-01 00:00:00"
"1029","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","496.43","Completed the survey","Anonymized","Anonymized","Matter","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","1 to 3 years","PhD candidate","","Yes","Not familiar with FAIR","True","","","","","LabVIEW","OriginLab","Anonymized","","","","","","","","True","","True","True","True","","","","","","True","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","None","None","None","","","","","","","None","None","None","","","","","","","Purely measured","Purely generated","Not sure","","20.0","","True","","","","","","","","","","","True","","","True","","","","Scanning Electron Microscopy","Optical Microscopy","Process cameras","","","","","","","3D-printing","","","","","","","","","","","","","","","","True","","True","","","","","","","True","","","","100 MB - 1000 MB (1 GB)","","","","","True","True","True","True","","True","","","moderately interested","moderately interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"1039","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","3159.0","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Nanotechnology","","","","More than 10 years","Research Associate","","Yes","Familiar with FAIR","","True","","","","Anonymized","MATLAB / Simulink","OriginLab","","True","","True","True","True","","","","True","True","True","","","True","","","True","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","","","","","","Some of them","","Some of them","Some of them","","","","","","None","","None","None","","","","","","Mostly measured","Mostly reused","Yes","","5.0","","","True","","","","","","","","","","True","True","","","","","","AFM","Mikroskopie","REM","Reflektometrie","Beugungssimulation","","","","","","","","","","","","","","","","","","","","","True","","True","","","","True","True","","","","Other","","I don't know","","","True","True","True","True","","","","True","","","moderately interested","very interested","moderately interested","not interested","very interested","very interested","1980-01-01 00:00:00"
"1040","True","","True","","","True","","True","True","","","","","True","True","","","True","","","","","","","","","","","","","","","","","","20.0","","","","True","True","True","True","","True","True","True","True","True","True","","","","","","","","","","","","","477.84","Completed the survey","Anonymized","Anonymized","Matter","Engineering Science","","","","","","","","","","Energy Engineering","","","","","","","","","","","","More than 10 years","Research Associate","","Yes","Apply FAIR","","True","","","","","","","","True","","","True","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","","","","","All","All","All","All","","","","","","None","Some of them","None","None","","","","","","Purely measured","Purely generated","Yes","","90.0","","True","True","","","True","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","True","True","","","True","","","100 GB - 1000 GB (1 TB)","","True","True","","","","","","","True","","","very interested","moderately interested","moderately interested","very interested","not interested","moderately interested","1980-01-01 00:00:00"
"1041","True","","","","True","","","True","True","","","","","True","True","","","True","","","","","","","","","","","","","","","","","","50.0","","","","True","True","True","True","True","True","True","","","True","","","","","","","","","","","","","","429.35","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Principal Investigator","","Yes","Apply FAIR","True","True","","","","OriginLab","Python","ImageJ","","True","True","","","","","","","","","","","","","","","True","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","","","","","All","All","Some of them","Some of them","","","","","","None","None","None","None","","","","","","Mostly measured","Equally generated and reused","Yes","","25.0","","","True","","","","","","","","","","True","True","","","","","","Mikroskopie","Tomographie","","Fluoreszenzspektroskopie","Absorptionsspektrokopie","","","","","","","","","","","","","","","","","","","","","True","","True","True","","","True","True","","","True","","","10 GB - 100 GB","","True","","","","","","True","True","True","","","moderately interested","very interested","very interested","not interested","moderately interested","very interested","1980-01-01 00:00:00"
"1043","","True","","","True","","","","","True","","","","","","True","","","","","","","","","","","","","","","Gitlab / GitHub","Zenodo","","","","30.0","","","","","True","True","","True","","","","","","","","","True","","","","","","","","","","622.02","Completed the survey","Anonymized","Anonymized","Matter","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","7 to 10 years","Postdoc","","Yes","","True","True","True","","","emacs","Git","Jupyter","","","","","","","","","","","","","","","","","","","True","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","True","","","","Some of them","Some of them","","","","All","","","","None","None","","","","All","","","","Purely simulated","Purely generated","Yes","","","","","","","","","","","","","","","","","True","","","","","","","","","","","Numerical analysis","Finite element method","Mesoscopic simulation","","","","","","","","","","","","","","","True","","","","True","","","","True","","","","True","","","1 GB - 10 GB","","","","","","","","","","","","True","moderately interested","moderately interested","moderately interested","moderately interested","moderately interested","very interested","1980-01-01 00:00:00"
"1044","True","True","","","","","","True","","","","","","","","True","True","","True","","","","","","","","","","","","Zenodo","","","","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","True","774.7","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Soft Matter Physics","","","","More than 10 years","Principal Investigator","","Yes","Familiar with FAIR","True","","","","","Anonymized","OriginLab","Delphi","","","","","","","","True","","","","","","","","","","True","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","None","None","None","","","","","","","None","None","None","","","","","","","Mostly measured","Purely generated","Yes","","0.0","","","","","","","","","","","","","","","","","","","Analytical methods","","","","","","","","","","","","","","","","Statische und dynamische Lichtstreuung ","Evaneszente Lichtstreuung","","","","","","","","","","","True","","","","","","","","","","","< 100 MB","","True","","","True","True","","","True","","","","","very interested","","","","","1980-01-01 00:00:00"
"1046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","601.98","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","4 to 6 years","PhD candidate","","Yes","Familiar with FAIR","","True","","","Locally","Python","Anonymized","gnuplot","","","","True","True","","","","","","","","","","","","","","","True","GitLab","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","","","","All","","","","All","","","","","None","","","","None","","","","","Mostly simulated","Mostly generated","Yes","","0.0","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","True","","","","","","","100 MB - 1000 MB (1 GB)","","True","True","","True","True","","True","True","True","","","moderately interested","very interested","very interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"1047","True","","","","True","","","True","True","","","","","","","True","True","","True","","","","","","","","","","","","","","","","","40.0","","","","True","True","","","","True","True","","","","","","","","","","","","","","","","","1387.01","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","Yes","Familiar with FAIR","True","True","","","","OriginLab","Anonymized","Python","","True","True","True","","","","","","","","","","","","","","True","","","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","Some of them","","Some of them","","","","","","","None","","None","","","","","","","Purely measured","Mostly generated","Yes","","65.0","","","","","","True","","","","","","Anonymized","","True","","","","","Analytical methods","","","","individual measurements","bulk measurements: magnetization","","","","","","","","","","","individual or large area scans","elastic or inelastic measurements","","","","","True","","","","","True","True","","","","","","","","True","","","100 MB - 1000 MB (1 GB)","","","","True","","","","True","","True","","","moderately interested","moderately interested","very interested","moderately interested","very interested","very interested","1980-01-01 00:00:00"
"1048","","","True","","","","","","True","","","","","","True","","True","","","","","","","","","","","","","","","","","","","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","True","1148.93","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","Yes","Apply FAIR","","True","","","","Anonymized","Anonymized","Anonymized","","True","","","True","","","","","True","","True","True","","","","","True","True","True","","","Yes","Yes","","","","","True","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","True","True","","Some of them","All","Some of them","Some of them","All","","All","All","","Some of them","Some of them","Some of them","Some of them","All","","All","All","","Purely measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","True","","True","","True","True","","","1 GB - 10 GB","","","","","","","","True","","True","","","moderately interested","very interested","moderately interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.0","","","","True","True","True","","","True","","True","","True","","","","","","","","","","","","","","667.25","Completed the survey","Anonymized","Anonymized","Matter","Engineering Science","","","","","","","","","","Materials Engineering","","","","","","","","","","","","4 to 6 years","Research Associate","","No","Not familiar with FAIR","True","True","True","","","OriginLab","MATLAB / Simulink","Anonymized","","","","","","","","","","","True","True","","","","","","","","True","","","Yes","Yes","","","","True","","","","","","","","","","","","","","","","","","","","","","True","","True","True","True","True","","","","","","Some of them","","All","All","","","","","","Some of them","","All","All","","","","","","","Mostly generated","Yes","","","","","","","","","","","","","","","True","True","True","","True","","","SEM","LSM","","Nanoindentation","","","Monte Carlo","","","","","","Weibull statistics","","","","","","","","","","","True","","True","True","","","","True","True","True","","","","","","100 MB - 1000 MB (1 GB)","","True","True","","True","True","True","","","","","","very interested","moderately interested","moderately interested","moderately interested","very interested","","1980-01-01 00:00:00"
"1051","True","","","","","True","","","True","","","","","","","True","","True","","","","","","","","","","","","","","","","","","5.0","","","","True","True","","True","","True","True","True","True","","True","","","","","","","True","","","","","","1847.39","Completed the survey","Anonymized","Anonymized","Matter","Chemistry","","","","","","Physical Chemistry","","","","","","","","","","","","","","","","More than 10 years","Postdoc","","Yes","Familiar with FAIR","","True","","","","MATLAB / Simulink","Anonymized","OriginLab","","","","","True","","","","","","","","","","","","","","","True","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","","True","","","All","All","All","All","","","All","","","Some of them","Some of them","All","All","","","None","","","Mostly measured","Mostly generated","Yes","","95.0","","","True","","","","","","","","","","","True","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","True","","True","True","","","","","","","100 MB - 1000 MB (1 GB)","","","","","True","True","","","","True","","","moderately interested","very interested","moderately interested","not interested","very interested","very interested","1980-01-01 00:00:00"
"1052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1154.85","Completed the survey","Anonymized","Anonymized","Matter","","Beschleunigerphysik","","","","","","","","","","","","","","","","","","","","","More than 10 years","Research Associate","","No","Familiar with FAIR","True","True","","","","Anonymized","Jupyter","","","","True","True","True","","","True","","","","","","","","","","","True","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","","","","","None","","","None","","","","","","None","","","None","","","","","","Equally measured and simulated","Purely generated","Yes","","30.0","","","True","","","","","","","","","Anonymized","True","","True","","","","Other","Kameras","","","","","","Tracking Rechnungen","","","","","","","","","Strahlmessungen wie Größe, Länge ect","","","","","","True","","True","True","True","","","","","True","True","","True","","","","","100 MB - 1000 MB (1 GB)","","","","","True","True","","","True","True","","","moderately interested","very interested","moderately interested","very interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"1053","True","True","","","","True","","","True","True","","","","","True","True","","","","","","","","","","","","","","","Materials Cloud","","","","","85.0","","True","True","","True","True","True","","","True","True","True","","","","","True","","","","","","","","","","10957.7","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","4 to 6 years","Postdoc","","Yes","Apply FAIR","","True","True","","","Anonymized","Anonymized","AiiDA","","True","","","","","","","","","","","","","","","","","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","True","","","","Some of them","All","All","","","Some of them","","","","Some of them","All","All","","","Some of them","","","","Purely simulated","Purely generated","Yes","","","","","","","","","","","","","","","","","True","","","","","","","","","","","density functional theory","Spin dynamics","","","","","","","","","","","","","","True","","True","True","","","True","","","True","True","","","True","True","","","100 MB - 1000 MB (1 GB)","","","True","True","","","","True","True","","","","moderately interested","very interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"1058","True","","True","","","","True","","True","True","","","","","","","True","True","True","","","","","","","","","","","","","","","","","25.0","","","","True","True","","","","True","True","","","True","True","","","","","","","","","","","","","665.75","Completed the survey","Anonymized","Anonymized","Matter","Life Science","","","","","","","","","","","","Biology","","","","","","","","","","More than 10 years","Research Associate","","Yes","Not familiar with FAIR","True","True","","","","Office Software (unspecified)","Anonymized","Anonymized","","","","","","True","","True","","True","","True","True","","True","","","True","","True","","","Yes","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","","","","","","Some of them","","All","All","","","","","","Some of them","","All","All","","","","","","Purely measured","Purely generated","Yes","","100.0","","","","","","","","","","","","Anonymized","True","","","","","","Analytical methods","transmission electron microscopy","","","","","","","","","","","","","","","small angle neutron scattering","quasielastic neutron scattering","","","","","True","","True","","True","True","True","True","","","True","True","","","True","","","100 MB - 1000 MB (1 GB)","","","True","","","","","True","True","","","","very interested","very interested","moderately interested","moderately interested","very interested","very interested","1980-01-01 00:00:00"
"1059","","","True","","","True","True","","","","","","","","True","","","True","","","","","","","","","","","","","","","","","","60.0","","","","True","True","","","","True","","True","","","","","","","","","","","","","","","","777.5","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","Yes","Not familiar with FAIR","True","True","","","","MATLAB / Simulink","OriginLab","","","True","","","","","","","","True","","","True","","","","","True","True","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","True","","","","","Some of them","","Some of them","All","Some of them","","","","","None","","All","None","None","","","","","Purely measured","","Yes","","80.0","","","True","","","","","","","","","","True","True","","","","","","Photoemissionsmkroskopie","Rasterkraftmikroskopie","","Spektroskopie","","","","","","","","","","","","","","","","","","True","","","","True","","True","True","","","True","True","","","","","","100 GB - 1000 GB (1 TB)","","True","","","","","","","","","","","moderately interested","moderately interested","","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"1061","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","6434.83","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Condensed Matter Physics","","","","More than 10 years","Research Associate","","Yes","Not familiar with FAIR","True","True","","","","IGOR","Python","Anonymized","","","","","","","True","True","","","","","","","","","","True","","","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","Some of them","","","","","","","","","None","","","","","","","","","Mostly measured","Purely generated","Yes","","90.0","","True","True","","","","","","","","","Anonymized","True","True","True","","","","","Photoemissionsmikroskopie (PEEM)","","","Photoelektronen-Spektroskopie (PES)","Röntgenabsorbtionsspektroskopie (XAS)","","SESSA","","","","","","","","","","","","","","","","","True","","True","","True","","","","","","","","","","","1 GB - 10 GB","","True","","","","True","","","True","True","","","very interested","very interested","not interested","not interested","not interested","not interested","1980-01-01 00:00:00"
"1062","","","True","","","","","True","True","True","","","","","True","","True","","","","","","","","","","","","","","","","","","","25.0","","True","","True","True","True","True","True","","","","","True","True","True","True","","","","","","","","","","","983.9","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Soft Matter Physics","","","","More than 10 years","Principal Investigator","","Yes","Familiar with FAIR","True","True","","","","Office Software (unspecified)","Anonymized","Anonymized","","","True","","","","","","","","","","","","","","","True","True","True","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","True","","","","","All","Some of them","","Some of them","All","","","","","Some of them","Some of them","","Some of them","Some of them","","","","","","Purely generated","Yes","","","","","","","","","","","","","","","True","True","True","True","","","","Light microscope","Transmission Electron Microscope","","Small Angle Neutron Scattering ","Neutron Spin Echo Spectroscopy","Neutron Backscattering","Analytic Models with Numeric Solutions","Ray Tracing Neutron Instrumentation","Molecular Dynamics Simulations","Mixing / Cleaning Chemicals","Lipid extraction","","","","","","","","","","","True","True","True","","True","True","True","","","","True","True","","","","","","< 100 MB","","True","","","","","","True","","True","","","moderately interested","very interested","moderately interested","moderately interested","very interested","very interested","1980-01-01 00:00:00"
"1063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","780.32","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Polymer Physics","","","","More than 10 years","Research Associate","","Yes","Familiar with FAIR","","True","","","","Fortran","","","True","","","","","","","","","","","","","","","","","True","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","None","None","None","","","","","","","None","None","None","","","","","","","Purely measured","Purely generated","Yes","","80.0","","","","","","","","","","","","Anonymized","","","","","","","Analytical methods","","","","","","","","","","","","","","","","neutronenstreruung","roentgenstreiing","rheologie","","","","","","","","True","","True","","","","","","","","True","","","10 GB - 100 GB","","","","","","","","","","","","","moderately interested","moderately interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"1065","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","949.43","Completed the survey","Anonymized","Anonymized","Matter","Physics","","","","","","","","","","","","","","","","","","Soft Matter Physics","","","","More than 10 years","Research Associate","","Yes","Familiar with FAIR","True","True","True","","","Anonymized","Anonymized","Anonymized","","True","","","True","","","","","","","","","","","","","","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","","","","","All","All","All","All","","","","","","All","All","All","Some of them","","","","","","Mostly measured","","Yes","","100.0","","","","","","","","","","","","Anonymized","","True","","","","","Analytical methods","","","","NMR","","","","","","","","","","","","NSE","SANS","","","","","","","","","","","True","","","","","","","","","","","100 MB - 1000 MB (1 GB)","","","","","","","","","","True","","","not interested","moderately interested","moderately interested","moderately interested","very interested","","1980-01-01 00:00:00"
